Region,Industry,2017_c,2017_w,2018_c,2018_w,2019_c,2019_w,2020_c,2020_w,2021_c,2021_w,2022_c,2022_w,GRDP,Factor_Income
대전광역시 대덕구,A,0,0,0,0,0,0,3,17,4,25,5,13,8239,6750
대전광역시 대덕구,B,2,13,2,12,2,18,2,8,3,14,3,16,950,770
대전광역시 대덕구,C,1849,27326,1892,26924,1851,27181,1714,26885,1720,25936,1895,26888,3918889,2969321
대전광역시 대덕구,D,7,100,3,141,4,330,4,83,10,102,6,136,10708,752
대전광역시 대덕구,E,43,1642,43,1654,49,1802,43,2264,41,2494,46,2535,,
대전광역시 대덕구,F,634,4565,659,4729,675,5060,537,5528,534,3995,655,4758,218310,205353
대전광역시 대덕구,G,2497,11895,2393,11758,2462,12325,2291,11054,2141,10564,2252,11364,496661,456984
대전광역시 대덕구,H,263,5135,262,4819,273,5221,244,5035,246,5015,260,5104,211862,110076
대전광역시 대덕구,I,1234,4566,1141,4595,1167,4738,881,3508,907,3641,969,4076,91699,85512
대전광역시 대덕구,J,41,433,39,382,39,350,40,327,47,392,77,434,45303,36471
대전광역시 대덕구,K,101,960,100,882,90,802,84,748,76,667,89,737,92362,85438
대전광역시 대덕구,L,173,842,152,795,171,775,177,690,145,662,158,655,422339,232906
대전광역시 대덕구,M,118,1390,128,1454,156,1697,147,2416,158,1645,187,2015,,
대전광역시 대덕구,N,143,4608,138,5221,160,5839,146,5864,149,5223,163,6798,516239,466253
대전광역시 대덕구,P,332,3186,321,3201,310,2481,248,2312,219,2262,229,2589,337769,291654
대전광역시 대덕구,Q,534,6005,536,6626,530,7394,519,8314,466,7405,532,9362,280601,256603
대전광역시 대덕구,R,163,574,174,632,163,683,111,467,108,522,121,512,247731,193306
대전광역시 대덕구,S,742,3127,762,2983,777,3122,723,2628,641,2623,676,2608,,
울산광역시 중구,A,1,22,3,49,2,23,4,28,3,26,4,64,3467,3012
울산광역시 중구,B,2,7,2,6,2,2,1,1,0,0,0,0,40,28
울산광역시 중구,C,339,1800,329,1826,349,1920,324,1810,307,1564,287,1580,77209,56754
울산광역시 중구,D,2,55,1,58,1,56,2,41,5,47,3,43,225174,70727
울산광역시 중구,E,15,131,15,155,14,145,14,126,12,133,11,119,,
울산광역시 중구,F,476,4570,500,4752,511,4705,351,3427,340,2697,338,3056,143472,135682
울산광역시 중구,G,1341,6031,1293,5946,1346,6155,1075,4427,1079,4401,1100,4713,207435,186707
울산광역시 중구,H,100,1014,103,982,101,1107,76,789,85,1194,76,1043,23717,14235
울산광역시 중구,I,1131,4345,1202,4781,1321,5058,860,3052,906,3237,926,3591,92642,86204
울산광역시 중구,J,45,591,49,636,66,752,69,776,89,1124,110,1111,119018,67751
울산광역시 중구,K,111,1844,112,2067,112,2177,106,2202,99,2081,104,1964,231342,209911
울산광역시 중구,L,267,1344,253,1277,267,1128,236,950,257,1493,274,1345,496145,283190
울산광역시 중구,M,210,3401,231,3972,260,4164,238,4517,259,4589,293,4985,,
울산광역시 중구,N,151,1538,157,1521,180,1791,146,1772,140,2061,150,2296,983772,886529
울산광역시 중구,P,415,2760,410,2952,432,3161,399,2613,356,2558,365,2934,730251,617648
울산광역시 중구,Q,494,6200,510,6992,531,7560,514,7523,500,7386,525,8390,336558,301108
울산광역시 중구,R,189,901,208,1040,203,1041,155,572,163,795,179,825,132607,100530
울산광역시 중구,S,566,2034,561,1786,617,1871,538,1542,514,1513,531,1562,,
울산광역시 남구,A,1,2,6,13,7,8,6,15,6,13,7,12,8985,7172
울산광역시 남구,B,1,42,3,50,4,50,2,2,3,40,3,32,4816,3404
울산광역시 남구,C,931,27143,963,27440,1081,29394,996,28211,995,28176,1000,27869,14929783,10682894
울산광역시 남구,D,12,905,14,900,13,732,19,783,17,707,20,787,439275,134623
울산광역시 남구,E,56,771,50,755,56,782,55,738,65,938,73,1089,,
울산광역시 남구,F,1097,18493,1039,18183,996,18368,763,16676,753,13911,795,14631,903441,853954
울산광역시 남구,G,4070,18726,4056,18944,4058,18914,3113,13603,3238,14357,3295,14311,702228,631943
울산광역시 남구,H,484,7434,505,7545,553,7546,485,6448,502,7106,511,7365,1481068,1131835
울산광역시 남구,I,3788,15934,3583,15892,3766,15736,2450,10849,2461,10461,2546,11168,295479,268569
울산광역시 남구,J,126,1770,133,1731,136,1759,127,1544,136,1573,165,1602,171982,95615
울산광역시 남구,K,523,10875,506,10056,483,8883,438,8113,444,8263,456,8278,930512,846673
울산광역시 남구,L,734,5506,706,4513,755,3750,701,2936,705,3843,733,3755,887110,530478
울산광역시 남구,M,800,6696,842,6872,887,7249,862,6897,853,7276,916,7621,,
울산광역시 남구,N,498,10630,507,10549,532,10228,458,9079,458,9668,469,9282,1397810,1286350
울산광역시 남구,P,1012,7814,950,7692,945,7544,811,6896,762,6036,738,6127,592300,506804
울산광역시 남구,Q,1033,12203,1001,12319,1021,12974,1014,13708,996,14087,1030,14340,736672,659366
울산광역시 남구,R,433,1844,439,2049,464,2199,284,1396,271,1272,296,1466,457068,340171
울산광역시 남구,S,1134,4306,1123,4632,1165,4780,933,3506,981,3578,1036,3584,,
울산광역시 동구,A,0,0,0,0,0,0,1,7,1,7,1,7,6749,5327
울산광역시 동구,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시 동구,C,397,45484,364,43831,406,39878,342,37752,337,39837,380,38492,3011132,1847881
울산광역시 동구,D,0,0,0,0,0,0,0,0,0,0,0,0,156125,48869
울산광역시 동구,E,5,86,3,51,4,80,6,109,12,136,13,173,,
울산광역시 동구,F,89,1435,90,889,108,1025,74,542,85,677,104,871,81359,76794
울산광역시 동구,G,645,3136,649,3101,724,3349,532,2257,555,2600,627,2896,105791,95284
울산광역시 동구,H,21,485,22,603,35,650,32,634,27,800,27,868,16003,9730
울산광역시 동구,I,1021,5405,998,5338,1074,5600,661,3832,775,3830,853,4366,101386,90395
울산광역시 동구,J,14,138,15,124,16,84,21,129,18,140,30,208,57436,27463
울산광역시 동구,K,80,1058,81,1047,72,948,69,954,68,923,69,905,141634,128949
울산광역시 동구,L,130,494,117,460,121,466,99,294,113,373,115,370,337203,191461
울산광역시 동구,M,54,2131,58,1967,62,1831,61,1964,75,2339,84,2504,,
울산광역시 동구,N,59,575,54,734,62,731,53,665,63,667,66,797,318220,293944
울산광역시 동구,P,263,2091,243,2047,262,2042,234,1827,230,1809,243,1829,209309,179785
울산광역시 동구,Q,379,5713,381,6097,367,6347,362,6553,349,7191,361,7334,422109,378724
울산광역시 동구,R,120,648,124,659,137,696,73,329,81,401,76,367,88595,66972
울산광역시 동구,S,253,812,237,770,266,845,214,600,227,614,249,685,,
울산광역시 북구,A,1,8,3,12,4,13,4,20,6,34,6,34,21893,18686
울산광역시 북구,B,1,8,1,4,1,5,1,4,1,4,1,3,422,298
울산광역시 북구,C,1121,54892,1121,54973,1171,54727,1106,52303,1170,53394,1215,55379,8032867,4525836
울산광역시 북구,D,2,341,2,298,3,297,3,280,3,277,3,341,218832,68186
울산광역시 북구,E,13,108,14,118,16,144,13,138,18,157,18,160,,
울산광역시 북구,F,205,2027,232,2291,238,2396,204,2556,263,2908,279,2900,320206,302442
울산광역시 북구,G,1426,7215,1410,7333,1396,7261,1172,5600,1342,6584,1305,6588,345501,310969
울산광역시 북구,H,157,3748,168,3449,179,3154,165,2524,200,3945,202,4074,235779,138992
울산광역시 북구,I,1113,5178,1139,5607,1309,6076,912,4506,1031,4949,1139,5718,169337,156938
울산광역시 북구,J,19,73,22,116,26,138,25,97,28,169,32,200,76332,34498
울산광역시 북구,K,88,843,83,802,78,774,74,707,77,735,77,732,173755,158924
울산광역시 북구,L,237,932,215,1045,240,1105,203,802,261,956,270,963,464808,266968
울산광역시 북구,M,116,1393,125,1314,131,1418,137,1163,147,1593,147,1610,,
울산광역시 북구,N,123,2512,126,2605,124,2101,121,2792,142,3550,145,2908,544427,514808
울산광역시 북구,P,356,2179,369,2286,422,2530,367,2035,388,2043,414,2145,303398,259751
울산광역시 북구,Q,428,4384,441,4846,467,5142,474,5445,488,5943,500,6375,194632,169582
울산광역시 북구,R,144,567,149,629,158,668,110,435,131,506,160,733,132369,104354
울산광역시 북구,S,367,1784,384,1960,418,2034,360,1785,402,2136,419,2053,,
울산광역시 울주군,A,16,70,20,107,21,131,35,209,37,194,50,264,115421,97569
울산광역시 울주군,B,12,237,15,279,12,260,11,267,10,229,10,224,39252,24039
울산광역시 울주군,C,2019,44969,2069,45321,2271,48072,2269,46210,2263,44548,2506,46634,13071016,9194534
울산광역시 울주군,D,8,1079,7,1197,10,1195,12,1241,13,1448,12,1490,415455,123700
울산광역시 울주군,E,65,679,76,724,89,828,88,742,89,828,98,931,,
울산광역시 울주군,F,687,8837,690,9459,716,10199,673,9975,768,9559,876,10802,871734,823166
울산광역시 울주군,G,1307,6413,1325,6543,1473,7203,1255,5971,1313,6066,1372,6271,328251,295415
울산광역시 울주군,H,249,5360,263,5109,287,4832,262,4835,317,4967,317,5081,637173,418600
울산광역시 울주군,I,1434,5583,1517,6058,1646,6470,1126,4487,1184,4790,1293,5321,153392,141726
울산광역시 울주군,J,29,189,33,239,43,275,44,307,42,314,51,361,105271,55373
울산광역시 울주군,K,72,854,72,840,74,826,71,807,75,872,78,812,153535,140358
울산광역시 울주군,L,221,752,219,769,248,834,225,724,238,963,259,927,496737,278894
울산광역시 울주군,M,105,1141,112,1253,128,1343,126,1275,153,1448,187,1725,,
울산광역시 울주군,N,241,2825,232,2825,253,3019,225,3189,205,2637,254,3188,520465,470125
울산광역시 울주군,P,355,3232,342,3248,367,3460,327,3309,313,3362,340,3397,553163,474531
울산광역시 울주군,Q,430,5726,442,5862,459,5923,455,6451,455,6461,500,7036,218031,190852
울산광역시 울주군,R,158,1023,170,1040,183,1076,116,670,130,879,155,994,339812,247006
울산광역시 울주군,S,453,1950,491,1686,539,1807,490,1514,468,1499,491,1629,,
세종특별자치시 세종시,A,9,60,15,70,25,126,28,115,37,181,50,244,,
세종특별자치시 세종시,B,9,122,9,116,9,114,8,112,8,83,6,122,,
세종특별자치시 세종시,C,791,18673,891,19429,956,20070,958,19080,1036,20031,1115,21482,,
세종특별자치시 세종시,D,9,360,10,479,11,541,10,614,15,543,13,426,,
세종특별자치시 세종시,E,51,452,59,557,63,592,59,641,67,703,75,699,,
세종특별자치시 세종시,F,410,3660,461,6233,511,6106,495,5565,683,7511,759,6780,,
세종특별자치시 세종시,G,1214,5674,1365,6956,1576,7229,1475,6927,1766,8311,1944,8779,,
세종특별자치시 세종시,H,112,2200,124,2808,147,3099,143,2662,166,3153,194,3364,,
세종특별자치시 세종시,I,1691,7239,1935,8620,2317,9839,1895,7945,2198,9206,2361,10043,,
세종특별자치시 세종시,J,85,615,120,864,167,983,185,1253,252,1964,349,2514,,
세종특별자치시 세종시,K,141,1366,159,1782,180,1960,173,2072,195,2244,209,2283,,
세종특별자치시 세종시,L,675,3331,767,3418,842,3798,748,3113,1002,4067,1089,3925,,
세종특별자치시 세종시,M,267,5697,319,5995,421,6609,480,7317,589,8187,708,8820,,
세종특별자치시 세종시,N,224,3806,249,4456,305,4070,284,3843,348,4984,389,4982,,
세종특별자치시 세종시,P,532,4480,648,5037,816,5694,766,5638,886,6973,1006,6972,,
세종특별자치시 세종시,Q,644,6624,783,8902,847,10033,863,11227,912,12546,981,13613,,
세종특별자치시 세종시,R,218,1162,263,1391,307,1578,230,1402,317,1848,350,2133,,
세종특별자치시 세종시,S,586,1988,728,2586,792,2855,726,2596,850,3277,914,3385,,
수원시,A,205,252,221,210,226,248,205,252,221,210,226,248,14486,12325
수원시,B,0,0,0,0,0,5,0,0,0,0,0,5,0,0
수원시,C,40880,46281,36448,33668,35169,36702,40880,46281,36448,33668,35169,36702,5275355,3102802
수원시,D,652,683,533,616,802,578,652,683,533,616,802,578,22121,6991
수원시,E,823,829,967,865,1007,1116,823,829,967,865,1007,1116,,
수원시,F,23468,24253,24966,21434,19676,21152,23468,24253,24966,21434,19676,21152,2166583,2046710
수원시,G,46590,47836,47743,39505,43813,45075,46590,47836,47743,39505,43813,45075,2043819,1850207
수원시,H,11731,11414,11843,9673,10133,10866,11731,11414,11843,9673,10133,10866,645316,374055
수원시,I,38293,40437,41310,29415,31910,37024,38293,40437,41310,29415,31910,37024,795969,736587
수원시,J,5517,5144,5055,4535,5579,6611,5517,5144,5055,4535,5579,6611,705693,455132
수원시,K,14752,14831,14214,13342,14187,13513,14752,14831,14214,13342,14187,13513,2674527,2434805
수원시,L,9342,9737,9620,8673,10239,10335,9342,9737,9620,8673,10239,10335,2951193,1627512
수원시,M,44178,54842,55113,55865,59263,60797,44178,54842,55113,55865,59263,60797,,
수원시,N,32618,32238,33664,32734,35102,36828,32618,32238,33664,32734,35102,36828,5373455,4786319
수원시,P,23920,24398,23912,21034,20523,22025,23920,24398,23912,21034,20523,22025,2121827,1818940
수원시,Q,38302,41019,43383,45985,46410,50141,38302,41019,43383,45985,46410,50141,1848729,1667598
수원시,R,6201,6475,6667,4453,4958,5779,6201,6475,6667,4453,4958,5779,1064999,754205
수원시,S,13222,13757,13850,10938,11714,11959,13222,13757,13850,10938,11714,11959,,
성남시,A,93,116,95,94,106,97,93,116,95,94,106,97,4601,3840
성남시,B,0,0,0,0,0,0,0,0,0,0,0,0,36,31
성남시,C,38166,38212,38970,36565,36803,37619,38166,38212,38970,36565,36803,37619,4271509,2619637
성남시,D,970,1090,1293,1287,1333,1325,970,1090,1293,1287,1333,1325,218329,69005
성남시,E,1551,1669,1560,1498,1581,1395,1551,1669,1560,1498,1581,1395,,
성남시,F,33576,29838,27477,25575,32489,28663,33576,29838,27477,25575,32489,28663,2036602,1922793
성남시,G,59888,65593,62696,55129,57175,57698,59888,65593,62696,55129,57175,57698,3890621,3521450
성남시,H,10137,9812,9925,8254,9079,9190,10137,9812,9925,8254,9079,9190,541603,311788
성남시,I,35328,36490,35475,27518,28970,31427,35328,36490,35475,27518,28970,31427,756845,704259
성남시,J,53687,57574,61188,68616,83684,86977,53687,57574,61188,68616,83684,86977,14814537,10959514
성남시,K,11263,12074,12293,12271,14108,13947,11263,12074,12293,12271,14108,13947,2862172,2576767
성남시,L,12443,12793,13133,12244,13179,13320,12443,12793,13133,12244,13179,13320,4187699,2284257
성남시,M,39005,39740,41085,41615,46102,51101,39005,39740,41085,41615,46102,51101,,
성남시,N,23899,24448,28098,25114,27856,29344,23899,24448,28098,25114,27856,29344,7485544,6711970
성남시,P,23918,24504,23641,20692,20992,22372,23918,24504,23641,20692,20992,22372,1786065,1525888
성남시,Q,34493,36389,37692,40440,42313,44872,34493,36389,37692,40440,42313,44872,1528943,1377320
성남시,R,5892,6206,6181,4306,4927,5436,5892,6206,6181,4306,4927,5436,882935,663997
성남시,S,13031,13168,12748,10653,11274,12257,13031,13168,12748,10653,11274,12257,,
의정부시,A,21,21,16,38,45,38,21,21,16,38,45,38,2588,2248
의정부시,B,47,48,47,43,42,47,47,48,47,43,42,47,14122,11360
의정부시,C,7014,6468,6446,5892,5410,4747,7014,6468,6446,5892,5410,4747,250308,185530
의정부시,D,664,636,634,642,653,680,664,636,634,642,653,680,94666,25217
의정부시,E,465,508,413,399,464,455,465,508,413,399,464,455,,
의정부시,F,4971,5356,5950,4100,4674,4358,4971,5356,5950,4100,4674,4358,680183,642843
의정부시,G,16045,15700,15813,12249,13971,14238,16045,15700,15813,12249,13971,14238,581293,526403
의정부시,H,3235,3246,3405,3146,3088,3496,3235,3246,3405,3146,3088,3496,216430,123276
의정부시,I,12486,13128,13458,9464,10064,11505,12486,13128,13458,9464,10064,11505,229956,214737
의정부시,J,937,935,813,620,820,827,937,935,813,620,820,827,126472,78011
의정부시,K,5092,4794,4805,4359,4790,4564,5092,4794,4805,4359,4790,4564,572351,517930
의정부시,L,2520,2831,3228,2514,2780,2748,2520,2831,3228,2514,2780,2748,774161,430070
의정부시,M,3976,4053,4310,3579,3934,4024,3976,4053,4310,3579,3934,4024,,
의정부시,N,3405,3302,3346,2966,3953,5177,3405,3302,3346,2966,3953,5177,409671,364610
의정부시,P,6845,7103,6931,5788,6225,6724,6845,7103,6931,5788,6225,6724,615418,529760
의정부시,Q,15968,17297,18114,19040,20509,22322,15968,17297,18114,19040,20509,22322,780749,703597
의정부시,R,2004,2310,2312,1538,1486,1756,2004,2310,2312,1538,1486,1756,264345,198078
의정부시,S,4749,4803,4578,3373,3322,3572,4749,4803,4578,3373,3322,3572,,
안양시,A,3,6,3,4,11,12,3,6,3,4,11,12,778,574
안양시,B,55,54,53,50,45,32,55,54,53,50,45,32,16903,13597
안양시,C,33845,33751,33986,31841,32279,31924,33845,33751,33986,31841,32279,31924,3140164,2033329
안양시,D,254,247,222,267,243,365,254,247,222,267,243,365,139412,44062
안양시,E,558,673,728,712,824,863,558,673,728,712,824,863,,
안양시,F,19657,20752,21129,17749,19264,19412,19657,20752,21129,17749,19264,19412,976022,922487
안양시,G,33398,33575,33638,27288,30971,30498,33398,33575,33638,27288,30971,30498,1343812,1216321
안양시,H,7496,7506,8161,5959,5915,5868,7496,7506,8161,5959,5915,5868,371203,213432
안양시,I,19579,20120,19993,13435,14418,16036,19579,20120,19993,13435,14418,16036,338081,315876
안양시,J,8197,8702,8818,8247,10235,10490,8197,8702,8818,8247,10235,10490,1274995,789637
안양시,K,9091,8690,8532,6891,7625,7588,9091,8690,8532,6891,7625,7588,1382484,1246727
안양시,L,6365,6515,7120,6299,6060,6157,6365,6515,7120,6299,6060,6157,1598896,885425
안양시,M,22569,23749,24860,24572,27179,27118,22569,23749,24860,24572,27179,27118,,
안양시,N,14927,15112,15829,16649,19187,19443,14927,15112,15829,16649,19187,19443,3351539,3042328
안양시,P,12727,12453,13256,10955,11523,12010,12727,12453,13256,10955,11523,12010,977566,836056
안양시,Q,18768,19050,19858,20125,20131,21647,18768,19050,19858,20125,20131,21647,888188,800601
안양시,R,2712,3161,3298,1906,2071,2395,2712,3161,3298,1906,2071,2395,382706,292058
안양시,S,7008,6781,6670,5455,5474,5735,7008,6781,6670,5455,5474,5735,,
부천시,A,31,35,0,1,11,26,31,35,0,1,11,26,4533,3973
부천시,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부천시,C,67905,66670,65079,59283,59294,59413,67905,66670,65079,59283,59294,59413,4293426,2908412
부천시,D,215,207,200,215,223,241,215,207,200,215,223,241,248912,78671
부천시,E,1438,1416,1363,1283,1651,1541,1438,1416,1363,1283,1651,1541,,
부천시,F,16046,17914,17970,14835,15769,16072,16046,17914,17970,14835,15769,16072,783361,741066
부천시,G,33817,34128,34216,28035,30786,30731,33817,34128,34216,28035,30786,30731,1389651,1258148
부천시,H,5347,5651,5792,5274,5411,5502,5347,5651,5792,5274,5411,5502,422466,245090
부천시,I,22305,23553,24055,16273,17514,19363,22305,23553,24055,16273,17514,19363,437508,409505
부천시,J,3053,3328,3287,3317,3689,4036,3053,3328,3287,3317,3689,4036,370854,273778
부천시,K,10065,10186,9231,9498,9593,9326,10065,10186,9231,9498,9593,9326,1490807,1347117
부천시,L,5954,6435,7419,6501,7245,6329,5954,6435,7419,6501,7245,6329,1822407,1018557
